Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments
Fall ,08/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1396,1.9%,26,0.97,25,2,174.05,33,34,6
Fall ,09/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2363,1.9%,46,0.23,10,2,305.09,44,23,8
Fall ,10/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1312,1.2%,16,1.32,21,2,152.54,54,19,0
Fall ,11/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1455,1.7%,24,0.91,22,2,77.28,78,24,3
Fall ,12/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1928,1.5%,29,1.31,38,2,6.72,92,18,6
Fall ,13/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1270,1.3%,16,1.66,26,2,0.00,65,23,3
Fall ,14/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2128,1.1%,24,1.08,26,3,6.72,76,24,6
Fall ,15/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1681,1.5%,25,0.72,18,1,48.38,52,30,12
Fall ,16/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1971,1.5%,30,0.76,23,4,19.20,50,30,2
Fall ,17/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1594,1.8%,28,1.60,45,2,11.52,74,21,11
Fall ,18/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2023,1.2%,25,1.27,31,0,33.60,38,31,9
Fall ,19/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1874,1.4%,26,0.37,10,2,314.50,68,31,11
Fall ,20/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2268,1.6%,35,1.04,37,1,280.22,84,16,15
Fall ,21/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1755,1.7%,30,0.40,12,1,116.93,50,5,9
Fall ,22/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1644,1.9%,32,1.48,47,2,189.50,50,30,17
Fall ,23/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1817,1.4%,25,1.55,39,0,24.00,36,18,8
Fall ,24/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1857,1.9%,35,1.44,50,0,187.49,42,12,12
Fall ,25/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1492,1.6%,23,0.41,10,2,16.32,63,25,12
Fall ,26/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1917,1.7%,33,0.51,17,2,22.08,43,32,11
Fall ,27/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1258,2.0%,25,0.22,5,1,117.60,86,25,0
Fall ,28/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1534,1.3%,21,1.33,27,1,44.16,56,9,9
Fall ,29/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1622,1.9%,31,1.24,39,1,119.62,65,19,12
Fall ,30/09/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1953,2.0%,39,1.45,57,4,8.64,94,31,9
Fall ,01/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1571,1.9%,30,1.13,34,2,24.00,62,5,17
Fall ,02/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1368,1.9%,26,0.62,16,0,10.56,66,20,11
Fall ,03/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1712,1.5%,25,1.01,25,1,145.82,67,23,11
Fall ,04/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1465,1.5%,22,0.49,11,3,4.80,76,22,5
Fall ,05/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1903,1.6%,31,0.98,30,2,32.64,34,7,9
Fall ,06/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1896,1.5%,28,0.32,9,0,118.27,42,5,15
Fall ,07/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2263,1.6%,36,0.87,32,1,35.52,46,28,17
Fall ,08/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2353,1.9%,44,1.45,63,1,17.28,62,29,17
Fall ,09/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1559,1.7%,27,0.78,21,2,71.23,40,10,14
Fall ,10/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1559,1.9%,30,0.90,27,0,14.40,47,36,12
Fall ,11/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2012,2.0%,40,0.51,20,0,27.84,68,30,5
Fall ,12/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2174,1.6%,35,1.64,57,1,10.56,39,20,5
Fall ,13/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1819,2.0%,35,0.69,24,2,42.34,55,30,9
Fall ,14/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1334,1.8%,23,0.86,20,1,12.48,50,28,15
Fall ,15/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2302,1.7%,38,0.85,33,2,37.44,69,32,14
Fall ,16/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2096,1.5%,30,0.90,27,0,41.28,40,16,9
Fall ,17/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1856,1.9%,34,0.64,22,3,48.00,68,35,5
Fall ,18/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2289,1.5%,34,0.18,6,2,35.52,77,21,3
Fall ,19/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1615,1.9%,30,0.92,27,3,14.40,64,24,12
Fall ,20/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2010,1.8%,35,1.20,42,5,3.84,35,31,14
Fall ,21/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1407,1.7%,23,1.25,29,2,15.36,51,26,9
Fall ,22/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1933,2.0%,38,1.17,45,3,62.50,91,33,9
Fall ,23/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1889,1.5%,29,0.13,4,3,32.64,62,30,12
Fall ,24/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1959,1.4%,27,0.75,20,4,47.71,98,32,3
Fall ,25/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2033,1.8%,36,0.78,28,3,11.52,87,9,5
Fall ,26/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2030,1.4%,29,0.72,21,3,47.04,51,27,5
Fall ,27/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1634,1.9%,31,0.41,13,5,52.42,69,15,11
Fall ,28/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2033,1.4%,28,0.82,23,2,19.20,65,15,14
Fall ,29/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2135,1.5%,31,0.40,13,4,23.04,63,25,2
Fall ,30/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1556,1.4%,22,0.95,21,5,172.70,47,11,0
Fall ,31/10/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1988,1.4%,27,0.22,6,2,87.36,86,8,18
Fall ,01/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2169,1.9%,41,0.77,32,1,127.01,69,12,8
Fall ,02/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1719,1.7%,30,0.41,12,2,31.68,51,8,11
Fall ,03/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1318,2.1%,28,0.99,28,4,48.38,28,13,6
Fall ,04/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1532,1.8%,28,0.97,27,1,42.24,46,39,8
Fall ,05/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1763,1.4%,25,0.74,18,3,108.19,44,18,5
Fall ,06/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1908,1.3%,26,1.06,27,3,49.92,72,29,17
Fall ,07/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1397,1.2%,17,0.94,16,3,22.08,64,22,6
Fall ,08/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1549,1.2%,18,0.29,5,5,38.40,86,13,3
Fall ,09/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1895,1.6%,31,1.18,37,4,219.74,79,17,17
Fall ,10/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1814,2.0%,36,1.30,47,6,53.09,79,30,12
Fall ,11/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1437,1.9%,28,0.87,24,3,48.38,43,29,9
Fall ,12/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1380,1.8%,25,0.82,20,5,66.53,64,32,6
Fall ,13/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1675,1.9%,32,1.37,44,6,214.37,45,32,15
Fall ,14/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1939,1.8%,35,0.21,7,2,54.43,88,40,12
Fall ,15/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2062,1.6%,32,1.07,34,3,41.28,74,23,6
Fall ,16/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1861,1.7%,32,1.54,49,3,109.54,32,28,2
Fall ,17/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1458,1.7%,25,0.28,7,2,31.68,60,38,9
Fall ,18/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1983,1.4%,28,0.26,7,5,58.56,41,35,0
Fall ,19/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1952,1.8%,36,1.27,45,5,58.56,52,17,2
Fall ,20/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2166,1.6%,34,0.28,9,5,77.95,67,8,3
Fall ,21/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1599,1.4%,23,0.78,18,6,9.60,59,8,11
Fall ,22/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1902,1.3%,24,0.28,7,3,57.12,70,22,14
Fall ,23/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1321,1.6%,21,0.78,16,3,161.28,78,12,3
Fall ,24/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1318,1.3%,16,1.41,23,3,24.00,61,31,11
Fall ,25/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1853,2.0%,37,0.14,5,3,69.22,70,14,14
Fall ,26/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2213,1.3%,28,1.30,36,5,135.07,90,38,12
Fall ,27/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1894,1.8%,34,1.30,44,3,18.24,62,25,9
Fall ,28/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2057,1.8%,36,0.99,36,4,63.17,56,21,12
Fall ,29/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1988,1.9%,37,0.74,28,2,161.28,55,13,14
Fall ,30/11/2023,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,2054,1.3%,27,0.69,19,2,221.09,79,8,15
Spring ,01/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1757.4,1.7%,30,1.41,42,6,46.08,18,14,9
Spring ,02/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1900,2.0%,37,0.43,16,3,26.88,25,7,11
Spring ,03/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1586.6,2.0%,32,1.18,38,3,111.55,30,23,5
Spring ,04/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1753.6,2.1%,36,1.33,48,3,135.07,36,1,11
Spring ,05/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1285.2,1.9%,25,1.00,25,2,39.36,47,9,9
Spring ,06/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1746,1.9%,33,0.62,21,2,45.12,49,16,9
Spring ,07/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1912.2,1.3%,24,1.05,25,1,17.28,33,21,2
Spring ,08/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1618.8,2.0%,33,1.17,38,1,0.96,28,9,12
Spring ,09/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1227.6,2.2%,27,0.26,7,1,41.28,49,12,9
Spring ,10/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1991.6,1.6%,31,1.07,34,0,61.15,51,14,3
Spring ,11/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1831.2,1.7%,30,0.25,8,4,23.04,14,3,14
Spring ,12/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1849.8,1.7%,31,0.95,29,4,114.24,25,15,11
Spring ,13/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1458,1.2%,18,0.17,3,3,9.60,44,21,5
Spring ,14/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1481.2,2.1%,31,0.63,20,2,71.23,44,20,12
Spring ,15/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1690.4,2.1%,35,1.00,35,2,101.47,57,12,11
Spring ,16/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1979.6,1.5%,30,1.04,32,5,19.20,43,2,12
Spring ,17/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1428.8,1.9%,27,1.29,35,5,192.19,48,20,6
Spring ,18/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1900.2,1.7%,31,0.15,5,3,153.22,49,4,6
Spring ,19/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1901.2,1.5%,28,1.15,33,5,50.88,37,18,2
Spring ,20/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1582,1.6%,25,1.39,34,4,79.30,59,20,12
Spring ,21/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1428.8,1.9%,27,1.40,38,3,88.70,70,16,9
Spring ,22/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1760.4,1.2%,21,0.28,6,2,152.54,30,7,9
Spring ,23/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1376.4,1.6%,22,1.20,27,2,214.37,21,24,14
Spring ,24/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1692.2,2.3%,38,0.33,13,2,8.64,38,1,8
Spring ,25/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1715.6,1.5%,25,1.17,29,5,129.02,31,18,8
Spring ,26/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,2108.8,1.7%,35,1.20,42,2,47.04,34,14,8
Spring ,27/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1612.4,1.9%,31,1.05,32,1,141.79,35,9,14
Spring ,28/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1574.6,2.1%,32,0.12,4,3,80.64,13,9,5
Spring ,29/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1587.8,1.2%,19,0.25,5,4,60.48,55,16,5
Spring ,30/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1967.8,1.3%,25,1.33,34,3,51.07,42,18,6
Spring ,31/03/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1547.8,1.9%,30,0.23,7,5,149.18,60,4,9
Spring ,01/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1702.2,1.5%,26,1.46,38,4,41.28,50,0,17
Spring ,02/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1585.6,1.9%,30,0.00,0,2,270.14,70,5,12
Spring ,03/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1752,2.0%,36,1.23,44,0,96.77,34,1,8
Spring ,04/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1539.8,1.8%,28,0.32,9,4,247.97,27,11,9
Spring ,05/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1668.2,2.3%,38,1.35,52,1,50.88,48,13,2
Spring ,06/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1730.8,1.6%,27,0.07,2,4,172.70,30,3,11
Spring ,07/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1674,1.6%,26,0.87,23,5,43.20,22,10,8
Spring ,08/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1248.8,1.5%,19,1.04,20,3,43.68,19,17,8
Spring ,09/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1463.6,1.7%,25,0.79,20,3,58.56,34,3,9
Spring ,10/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1185.6,1.1%,13,0.23,3,2,51.07,44,7,5
Spring ,11/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1973.2,2.3%,45,0.15,7,2,34.56,30,10,15
Spring ,12/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1343.8,2.1%,28,0.16,5,2,227.14,57,20,11
Spring ,13/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1566,2.0%,31,0.16,5,1,130.37,66,10,11
Spring ,14/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1915.6,1.9%,37,1.40,52,4,280.90,48,1,11
Spring ,15/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1692.4,2.1%,36,1.36,48,4,43.01,23,19,14
Spring ,16/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1942.8,2.1%,41,1.33,55,4,1.92,75,3,11
Spring ,17/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1967,2.1%,41,1.16,48,2,44.16,61,25,5
Spring ,18/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1351,2.0%,28,1.14,31,1,268.80,61,19,12
Spring ,19/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1543.8,1.5%,22,0.87,20,3,45.70,38,4,8
Spring ,20/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1845.4,2.0%,36,0.82,30,3,100.13,73,3,6
Spring ,21/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1797.8,2.3%,41,0.37,15,3,187.49,41,24,3
Spring ,22/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1266.2,1.8%,22,0.82,18,3,40.32,72,13,5
Spring ,23/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1389.6,1.5%,21,0.71,15,0,46.37,85,3,11
Spring ,24/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1794.6,1.1%,19,1.76,33,2,46.37,57,2,8
Spring ,25/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1881.6,1.6%,31,1.08,33,3,121.63,49,15,14
Spring ,26/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1989,1.8%,35,0.85,30,0,108.19,44,8,17
Spring ,27/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1503.2,1.4%,21,0.82,17,3,406.56,53,18,3
Spring ,28/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1663.4,1.4%,23,0.60,14,4,290.98,78,15,6
Spring ,29/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1711,2.0%,33,1.29,43,2,75.94,58,8,9
Spring ,30/04/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1534.6,2.0%,30,0.33,10,4,324.58,71,7,14
Spring ,01/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1642.4,1.6%,27,0.40,11,2,260.06,40,24,9
Spring ,02/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1789.4,1.9%,33,0.37,12,0,297.02,38,17,14
Spring ,03/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1741.6,1.5%,27,1.02,27,1,362.88,43,19,5
Spring ,04/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1255.2,2.2%,27,1.29,35,1,345.41,37,16,12
Spring ,05/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1750.6,1.1%,20,1.05,21,2,179.42,44,15,3
Spring ,06/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1859.8,1.6%,30,1.22,36,1,129.02,71,9,8
Spring ,07/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1711.6,1.8%,30,1.75,53,2,60.48,53,18,12
Spring ,08/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1135.6,1.9%,21,1.53,33,3,314.50,32,5,15
Spring ,09/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1458.4,2.0%,28,1.58,45,3,139.78,76,6,11
Spring ,10/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1933.4,1.4%,27,0.38,10,1,176.74,33,24,8
Spring ,11/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1581.6,1.7%,27,0.36,10,2,30.72,69,4,6
Spring ,12/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1857,2.1%,38,0.61,23,1,101.47,68,6,17
Spring ,13/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1746.6,1.7%,30,1.55,46,0,14.40,42,16,9
Spring ,14/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,2012.6,1.4%,27,0.94,26,4,56.64,62,2,18
Spring ,15/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1458.2,1.3%,19,1.17,22,2,139.10,59,8,14
Spring ,16/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1926.8,1.6%,30,0.40,12,2,254.69,59,22,11
Spring ,17/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1594.6,2.0%,32,1.24,39,5,57.12,74,12,9
Spring ,18/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1425.6,2.1%,30,0.66,20,1,48.96,69,6,14
Spring ,19/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1647,1.7%,29,1.56,45,5,228.48,38,9,9
Spring ,20/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1763,1.7%,30,1.48,44,1,84.00,66,30,8
Spring ,21/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1511,1.6%,24,0.44,10,0,45.12,64,12,5
Spring ,22/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1851.8,1.4%,26,1.35,34,2,48.96,63,17,8
Spring ,23/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1693.8,2.1%,35,1.21,43,2,52.80,63,20,14
Spring ,24/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1500.4,1.7%,25,0.64,16,3,21.12,60,3,3
Spring ,25/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1838.8,1.3%,24,1.76,42,3,53.76,42,6,14
Spring ,26/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1491.2,2.1%,31,0.85,27,3,184.13,54,24,9
Spring ,27/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,2108.6,2.1%,44,1.40,62,1,45.12,76,13,12
Spring ,28/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1311.8,1.9%,24,1.02,25,2,49.92,55,24,9
Spring ,29/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1270,1.8%,23,0.63,14,2,13.44,61,17,5
Spring ,30/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,2117.6,1.6%,34,0.66,22,3,325.25,42,8,6
Spring ,31/05/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1489.6,1.6%,24,1.41,34,2,85.34,73,20,6
Summer ,01/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,940,1.6%,15,1.24,19,3,66.53,60,29,17
Summer ,02/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1121.8,1.4%,15,0.86,13,1,151.20,67,2,18
Summer ,03/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1390.2,1.8%,24,1.33,33,4,110.21,62,9,14
Summer ,04/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1434,1.7%,24,0.28,7,4,243.94,72,16,15
Summer ,05/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1181,1.4%,16,0.35,6,6,145.15,39,34,12
Summer ,06/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,960.8,1.8%,17,0.85,15,2,96.10,44,22,6
Summer ,07/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1441.3,1.8%,26,1.60,41,6,165.31,84,10,6
Summer ,08/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1661.3,1.2%,20,0.22,4,6,49.06,46,17,9
Summer ,09/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1299.1,1.6%,21,0.31,6,6,119.62,50,15,5
Summer ,10/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1496.4,1.5%,22,1.13,25,2,176.06,55,2,12
Summer ,11/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1550.2,1.8%,27,0.76,21,1,135.07,80,10,12
Summer ,12/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1126.2,1.3%,15,0.81,12,5,40.32,41,2,8
Summer ,13/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,971.6,2.0%,19,0.81,15,5,266.11,36,13,17
Summer ,14/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1484.6,1.5%,22,0.82,18,2,44.35,51,14,8
Summer ,15/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1369.4,1.9%,27,0.68,18,2,102.14,83,6,17
Summer ,16/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1187,1.3%,16,0.51,8,5,44.35,55,12,18
Summer ,17/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1234.7,1.9%,23,0.53,12,4,107.52,39,14,11
Summer ,18/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1631,1.3%,21,0.68,14,2,95.42,28,20,11
Summer ,19/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1602.4,1.7%,27,1.59,43,2,57.79,62,25,14
Summer ,20/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,993.3,1.6%,16,0.59,9,5,226.46,62,25,17
Summer ,21/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1733.1,1.8%,30,0.56,17,6,92.06,75,28,8
Summer ,22/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1094.9,1.7%,19,0.45,8,3,135.07,34,8,12
Summer ,23/06/2023,London,51.50735,-0.12776,Facebook,Desktop,Collection,1570.1,1.4%,21,1.44,30,1,155.23,40,8,6
